x,y
-0.015482366397913838,0.012497302210390382
-0.015482366397913838,0.012497302210390382
-0.015491861610882616,0.012497242583230156
-0.015500827489037878,0.012497186280137733
-0.015511281707316912,0.012497120630704652
-0.015523231319538545,0.012497045590634994
-0.015527931355161876,0.012497016075785974
-0.015539475652641589,0.012496943580974347
-0.015545147517699061,0.012496907963320727
-0.015551062451138397,0.012496870819268762
-0.015559217603854373,0.012496819607294974
-0.01556673068147196,0.012496772427365004
-0.015577276474460831,0.01249670620286953
-0.016903088506752012,0.012488380491088122
-0.01971505204051756,0.012470722182555873
-0.02267101534700039,0.012452159597568868
-0.028184330859163362,0.012417537588719758
-0.03901954676018525,0.012349495602009656
-0.05063428785985276,0.012276558425052219
-0.06532449889091546,0.012184308196457336
-0.08481746254922888,0.012061898086100939
-0.10526030313282149,0.011933523026479435
-0.12587661566774072,0.011776108110849044
-0.1464819756958361,0.01152265611559449
-0.16704161009618168,0.011140533152895473
-0.187534035878248,0.010472584833612929
-0.2080202000867265,0.00940856252298864
-0.23140020900725414,0.007731618237874884
-0.25937212482518235,0.005219874016225953
-0.28835649007606606,0.0020597886765808295
-0.3174935364242021,-0.001694332636906366
-0.3465568930328038,-0.006018514351433187
-0.34858658119237557,-0.02965035358062804
-0.3775570372695301,-0.03478516492383375
-0.4063695216425744,-0.04051650032828489
-0.4348985368355319,-0.04704220989572251
-0.46314229436274246,-0.05451249963719859
-0.4911553305726072,-0.06295764670647266
-0.5187435194767618,-0.07234580493126128
-0.5458696431323773,-0.0829024568813303
-0.5724198147720565,-0.0947364322802011
-0.5983811315156082,-0.1078453022659451
-0.6210090130394841,-0.12065771055982721
-0.6391147255524049,-0.13220707798038475
-0.6534660435694661,-0.14225811668853686
-0.663443190893264,-0.15011630543968205
-0.6926502130970653,-0.1428728067710937
-0.6970167290023016,-0.14435087309095335
-0.6987580054251308,-0.14594603465612466
-0.69966127513015,-0.14677341987539166
-0.7002172733461065,-0.14743782524745103
-0.695904252271363,-0.1418238527495102
-0.6908224251378969,-0.13983413320632287
-0.688303515721258,-0.13655752525877585
-0.6859986527079324,-0.133333204856872
-0.6838024222467065,-0.12989047271226256
-0.6811158798729005,-0.1223360438745182
-0.6766278539136937,-0.10971810767033865
-0.6608462309933265,-0.1153816819015166
-0.6514389487797554,-0.08940496099102535
-0.6406061363561307,-0.05458532313844774
-0.6307422086575353,-0.016700717325362394
-0.6226320032938586,0.02224485195658879
-0.6164441668496483,0.06169598733533049
-0.6121714258942408,0.10146692930390486
-0.6095205628334444,0.1412507123118685
-0.608272065954357,0.1811225383668511
-0.6083553047646261,0.22091153989573425
-0.6094407862772843,0.26056254416637936
-0.6111242827632136,0.30015158695025324
-0.5910371467626545,0.3396557411955683
-0.5922620864013699,0.3791387904222227
-0.5934290261588886,0.4185537907276106
-0.5944105767926358,0.4579870472194383
-0.5951305332139172,0.49733628820867415
-0.5952739838294503,0.5365919737589977
-0.5946556158746388,0.5757960756995283
-0.5932045012509801,0.6149276788470943
-0.5906044533301948,0.6540022542958559
-0.5866698955754106,0.6930050149567456
-0.5814001286587884,0.7318404977043036
-0.5747908826295947,0.770542998474095
-0.5668581025595498,0.8089858899501257
-0.5576137997856256,0.8471161993705622
-0.5470884227002257,0.884835307602879
-0.5352917331417872,0.9221252965222251
-0.522214707339941,0.9590131103728097
-0.5078899249285234,0.9954117203784034
-0.4923181091702777,1.0313200971770435
-0.47556888888843474,1.066590606734698
-0.45760998364525884,1.1012951146914773
-0.4384552057696626,1.1353973512756814
-0.43183878892497884,1.1839423616342901
-0.4100581279362152,1.2163892948839647
-0.38718454135070046,1.2480655434847223
-0.36326906315684965,1.2789041309752953
-0.33827249052326325,1.30895744962018
-0.31227275611487937,1.3381245050378614
-0.28526967380150253,1.3664112051586121
-0.25731818222694725,1.3936563591842126
-0.22826099156795318,1.4195892258092875
-0.19799518199458335,1.444069919054617
-0.16654443310710126,1.4670730419550133
-0.13399685337906356,1.4885212261244916
-0.10047065098311754,1.5083457711163057
-0.06600637420002216,1.5265233734031582
-0.007586163371935135,1.519716591508544
0.02857210641181219,1.5342265721402255
0.065410019707382,1.546961114664023
0.10281406768482801,1.5578864704531568
0.14072476186356858,1.566978844227583
0.17907386486986454,1.5742193916912168
