x,y
0.00032759812778022793,-0.0001688198512020468
0.00032776990874257153,-0.000170585233994046
0.0003274031213393951,-0.0001721713325967297
0.0003267944508251537,-0.0001736693548096015
0.0003288830313451603,-0.00017570678183759247
0.0003254961780506287,-0.00017712358007336017
0.00032734268657490283,-0.00017831324673342616
0.00032767146690588144,-0.00018014888472090798
0.00032701186566420687,-0.00018162997760392844
0.00032654587761196414,-0.00018317020414528452
0.0003274138142024827,-0.00018506356008857048
0.0003270446314758589,-0.00018664856568353659
0.00032729250185631765,-0.00018834852959696553
1.105196580064409e-05,-0.00018702906608467537
-0.0028370930586335617,-0.00018196982090158665
-0.011236373705635221,-0.00014480160762596675
-0.022595173024728167,-0.0001173504348743332
-0.03865020941418295,-0.00010672880941833712
-0.0584065893771346,-5.584240586136377e-05
-0.08300541387989736,1.11474505971507e-05
-0.1111089064378497,1.7773653782133812e-05
-0.1401029118546575,6.368720414914872e-05
-0.16935893750705144,0.00012834868077299727
-0.19867136670715368,0.00036448206136015763
-0.22800695938543772,0.0007580421113167513
-0.25722957835938515,0.0014433883951511827
-0.2864938136781782,0.002693646400076415
-0.3157881017639607,0.004618269508526285
-0.34483131129286765,0.0075083827813246405
-0.3737789826520063,0.011413488234623882
-0.40264287473746785,0.01634802688687366
-0.4313781886265867,0.0220905112149523
-0.4598320104959265,0.02831185666871549
-0.48828791422990536,0.0348566053573747
-0.5167665125233772,0.04141951264446341
-0.5452678146385117,0.047990402025584376
-0.5738029078001419,0.05438328219471422
-0.6023839659214795,0.060666964701493756
-0.6310550334720901,0.06666601063509464
-0.6597305162861562,0.07215783581978898
-0.6885672398904817,0.07709298310757945
-0.7175159776148836,0.08151173114763281
-0.746489168035255,0.0853727363418832
-0.7752755344415811,0.08864788852401831
-0.7999740830621778,0.09091810086563659
-0.8209544202199054,0.09237649693593802
-0.8368274933348296,0.09307558786642811
-0.8489723516776513,0.09329123238516523
-0.8555563594855136,0.09314780381549771
-0.8585121382331966,0.09285920750970633
-0.8595765266931785,0.09282491623870381
-0.8601079037151943,0.0927913595223555
-0.8596363757755672,0.09280974883594596
-0.8570894069964837,0.0929990432360309
-0.8534866168934505,0.09326313045134382
-0.8496980659393834,0.09363233082183998
-0.8460073728012294,0.09404613751051025
-0.842205908756344,0.09456734111021249
-0.8331595952191317,0.09590112967883088
-0.8188373551367226,0.0981856024499755
-0.7988477939023909,0.10169869611415383
-0.7737459639081221,0.10656501028673863
-0.7474773087579148,0.11228144342231111
-0.7211341350048844,0.11890654946211417
-0.6949949462760014,0.12658033217131717
-0.6691881043724252,0.1355293070664553
-0.643774037442716,0.14570846314788935
-0.6188549318329122,0.15717162763879816
-0.5946166509538774,0.16980732926654077
-0.570995278155547,0.18355277518454893
-0.5481334804005574,0.19841507109509895
-0.5260052584513664,0.2143857760323709
-0.5046628550081678,0.23134532028246538
-0.4841377423470934,0.24937113305664985
-0.4644688256835721,0.26840472565129847
-0.4457916446999499,0.28830997996416247
-0.4280852309909212,0.3090537723558191
-0.41141668062987374,0.3306653057514406
-0.39576979831208087,0.3530511195624583
-0.3812652143078069,0.37616832510069026
-0.36769788533021297,0.40016460166026835
-0.35318792855364933,0.42877125221561097
-0.3379219099013922,0.46255701540245064
-0.3236621683460477,0.49863044420354635
-0.3107799009062702,0.5355622965324041
-0.2991486737324452,0.5727790408803768
-0.2885441691448821,0.6101878287726624
-0.2784127210430099,0.6478930588649763
-0.2683325857264583,0.6856463455691867
-0.2583292124660166,0.7234915877676673
-0.24826256730520094,0.7614320296141821
-0.23792366819288902,0.7993344517871698
-0.22731755593456116,0.8370892264994368
-0.21631805419641661,0.8745436740538489
-0.20471409072469052,0.9116277102393782
-0.1922923153079051,0.9483781848242767
-0.17849484777929217,0.9849546820835958
-0.16312444731473255,1.0208751864215042
-0.14606301236003855,1.056011822438145
-0.12733140964696107,1.0901911626113125
-0.10699391588217065,1.1234406633830627
-0.084985407858737,1.1554731177979043
-0.061364826702763185,1.186456048294408
-0.036191753333724014,1.2163238308989885
-0.009777509978162496,1.2448234091404549
0.014982905704429793,1.268753558920962
0.03709404938548386,1.2878868649544284
0.05890104252451711,1.3048605378597784
0.08123495260594382,1.320530884083045
0.10425630634831858,1.3350920542335343
0.12779387324583347,1.3483824897628869
0.14765123102701938,1.3583030380783836
0.16330028738441235,1.3649126952138921
0.17817596715271813,1.3703291091207292
0.19313190955223222,1.374953243793111
0.20820437498413702,1.3787724940157013
0.2234399479831566,1.3818798381126955
0.2387845697022225,1.3842276773522983
0.254209349358406,1.3858205729930577
0.26977741520971676,1.386628818614581
0.2853402548222084,1.3867123741965555
0.30081662844707424,1.3860530939503253
0.3162604613296356,1.384636976575575
0.3316652941121236,1.3824230304297493
0.3469127644168884,1.3794956858870369
0.36198494036983087,1.37584994352148
0.3769151689682559,1.3714441905668353
0.3915987356453725,1.3663066668644301
0.4064298065076248,1.3603126966750436
0.42531880149403917,1.3517255522261207
0.45124528912676043,1.338652446682747
0.4827911476324875,1.3210411009271485
0.5153569902171186,1.300949532789409
0.547332785001824,1.2790560640551352
0.5782280126330218,1.2555344535360615
0.6079837624168516,1.230584311381413
0.6365908691805161,1.2041893948436342
0.663912071302058,1.1764793500120247
0.6898028815777856,1.1474242260917824
0.714180832321127,1.1172020107017704
0.7371870912458909,1.0858718482925513
0.7586734201872284,1.053379290278961
0.7785919199469249,1.0198948154273106
0.7968955221719077,0.9854931421383009
0.8138186469005745,0.9504122696943207
0.8294363359207106,0.9147559519014924
