x,y
0.0055027008056640625,-0.0085601806640625
0.0055027008056640625,-0.0085601806640625
0.0039844512939453125,-0.003543853759765625
-0.0146331787109375,0.0051708221435546875
0.010944366455078125,0.0070133209228515625
-0.0121307373046875,0.013353347778320312
-0.000675201416015625,0.0043010711669921875
-0.01047515869140625,9.1552734375e-05
-0.020992279052734375,0.00140380859375
-0.005512237548828125,-0.008358001708984375
-0.009471893310546875,0.009878158569335938
-0.009033203125,-0.01044464111328125
-0.026258468627929688,-0.00959014892578125
-0.03476142883300781,0.008077621459960938
-0.04297065734863281,0.008411407470703125
-0.0646514892578125,-0.02433013916015625
-0.08367156982421875,0.00704193115234375
-0.10433959960937501,0.009016036987304688
-0.12033462524414062,0.0076751708984375
-0.1338214874267578,0.0052642822265625
-0.1666164398193359,0.02101898193359375
-0.18820953369140622,0.0072174072265625
-0.2073516845703125,-0.0001659393310546875
-0.22582626342773435,0.015485763549804688
-0.23889160156250006,-0.00089263916015625
-0.2550582885742187,0.010972976684570312
-0.2744197845458983,0.02022552490234375
-0.28771591186523443,-0.002704620361328126
-0.3178234100341797,0.026311874389648438
-0.33827590942382807,0.021362304687500007
-0.3630180358886719,0.005746841430664066
-0.38966751098632807,0.002250671386718757
-0.38966751098632807,0.002250671386718757
-0.4257869720458984,-0.008659362792968747
-0.4412307739257813,-0.012229919433593778
-0.4641017913818358,-0.024703979492187486
-0.4818458557128907,-0.022361755371093764
-0.49413299560546875,-0.04575347900390625
-0.5189361572265625,-0.04440689086914063
-0.5360450744628905,-0.048423767089843736
-0.563262939453125,-0.05502319335937496
-0.5785865783691406,-0.06755638122558595
-0.5785865783691406,-0.06755638122558595
-0.5905818939208984,-0.08035087585449227
-0.5891017913818358,-0.08253479003906254
-0.5964660644531249,-0.08455085754394534
-0.6007118225097657,-0.08715438842773436
-0.5979385375976562,-0.08737945556640622
-0.5955924987792969,-0.08852005004882811
-0.5881958007812499,-0.0917816162109375
-0.5881958007812499,-0.0917816162109375
-0.579242706298828,-0.0720806121826172
-0.5815181732177733,-0.06921577453613284
-0.5815181732177733,-0.06921577453613284
-0.5725135803222656,-0.060894012451171854
-0.5795669555664062,-0.06169700622558591
-0.5817317962646484,-0.06027793884277341
-0.5845184326171876,-0.06417083740234383
-0.5689239501953124,-0.06269454956054689
-0.5618362426757811,-0.057250976562499965
-0.5618362426757811,-0.057250976562499965
-0.56005859375,-0.06123352050781246
-0.5712814331054688,-0.04985427856445311
-0.5548820495605468,-0.043479919433593764
-0.5671977996826171,-0.04050445556640625
-0.5508632659912108,-0.025568008422851566
-0.5508632659912108,-0.025568008422851566
-0.5392055511474609,-0.006299972534179715
-0.5458335876464844,0.014631271362304646
-0.5342922210693357,0.03703498840332031
-0.5337772369384766,0.06732749938964844
-0.541099548339844,0.0992813110351563
-0.5310306549072266,0.1311092376708984
-0.511627197265625,0.1637744903564453
-0.5112323760986329,0.20582580566406244
-0.5165195465087892,0.23871612548828125
-0.5186157226562501,0.27462768554687494
-0.5145492553710936,0.3170433044433593
-0.5050678253173828,0.348114013671875
-0.5076465606689454,0.40690612792968744
-0.5073204040527344,0.4345417022705077
-0.5060615539550782,0.4861316680908202
-0.5120162963867185,0.5067291259765625
-0.499174118041992,0.551868438720703
-0.4911022186279297,0.5946636199951173
-0.5131244659423828,0.6406593322753906
-0.492645263671875,0.6653289794921874
-0.499317169189453,0.7064895629882811
-0.4970149993896484,0.7435989379882811
-0.48292350769042963,0.7835521697998046
-0.4780025482177735,0.8344268798828124
-0.4678840637207031,0.8756351470947267
-0.45426177978515636,0.900543212890625
-0.44376373291015636,0.9297332763671877
-0.43721580505371105,0.9751682281494141
-0.4287033081054686,1.0032119750976558
-0.4016838073730468,1.0334854125976562
-0.3806266784667969,1.067070007324219
-0.3505630493164062,1.0991973876953125
-0.3411598205566407,1.1363964080810547
-0.31461143493652344,1.1489181518554688
-0.29180145263671897,1.17449951171875
-0.2783470153808595,1.1947879791259766
-0.25165367126464855,1.2085456848144531
-0.2332000732421875,1.2262611389160156
-0.20728111267089827,1.2403602600097654
-0.18537521362304699,1.2566947937011719
-0.1590003967285158,1.268543243408203
-0.13584327697753906,1.282258987426758
-0.0962200164794922,1.292356491088867
-0.08264732360839842,1.3009471893310547
-0.05959510803222656,1.3096656799316402
-0.027629852294921833,1.3127098083496094
0.0070610046386719305,1.3226089477539065
0.032192230224609396,1.336410522460938
0.063262939453125,1.3395729064941406
0.08566284179687496,1.337890625
